rt,responses,trial_type,time_elapsed,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,linedress,linedressed,problems,smooth,distraction,strategies,easier,similar,comments
null,,black_cross(without_color),300048,green,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,300563,green,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
934,,rt_thecrossant_black,301989,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,color_black,302096,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),304100,black_plus_sign,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),304812,blue,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,305326,blue,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
845,,rt_thecrossant_black,306624,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,color_black,306730,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),308746,black_plus_sign,,,,null,GW/basket.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),309211,green,,,,null,GW/basket.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,309717,green,,,,null,GW/basket.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
817,,rt_thecrossant_black,311265,black_plus_sign,,,,49,,,0,0.9736842105263158,,,,,,,,,,,,,,,,,,,
null,,color_black,311373,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),313378,black_plus_sign,,,,null,GW/teeth.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),313858,green,,,,null,GW/teeth.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
509,,rt_plussign_withcolor,314367,green,,,,49,GW/teeth.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,315921,black_plus_sign,,,,null,,,0,0.9487179487179487,,,,,,,,,,,,,,,,,,,
null,,warning_page,318924,warning,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,319032,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),321044,black_plus_sign,,,,null,GW/gong.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),321958,blue,,,,null,GW/gong.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
472,,rt_plussign_withcolor,322469,blue,,,,49,GW/gong.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,323568,black_plus_sign,,,,null,,,1,0.95,,,,,,,,,,,,,,,,,,,
null,,color_black,323677,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),325685,black_plus_sign,,,,null,GW/camera.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),326706,green,,,,null,GW/camera.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
416,,rt_plussign_withcolor,327216,green,,,,50,GW/camera.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,328207,black_plus_sign,,,,null,,,1,0.9512195121951219,,,,,,,,,,,,,,,,,,,
null,,color_black,328316,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),330329,black_plus_sign,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),330746,blue,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,331258,blue,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
1114,,rt_thecrossant_black,332863,black_plus_sign,,,,49,,,1,0.9523809523809523,,,,,,,,,,,,,,,,,,,
null,,color_black,332971,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),334987,black_plus_sign,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),335563,blue,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
500,,rt_plussign_withcolor,336073,blue,,,,49,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,337504,black_plus_sign,,,,null,,,1,0.9534883720930233,,,,,,,,,,,,,,,,,,,
null,,color_black,337612,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),339616,black_plus_sign,,,,null,GW/camera.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),340293,green,,,,null,GW/camera.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
411,,rt_plussign_withcolor,340800,green,,,,50,GW/camera.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,342145,black_plus_sign,,,,null,,,1,0.9545454545454546,,,,,,,,,,,,,,,,,,,
null,,color_black,342253,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),344260,black_plus_sign,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),345153,green,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,345660,green,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
865,,rt_thecrossant_black,346785,black_plus_sign,,,,50,,,1,0.9555555555555556,,,,,,,,,,,,,,,,,,,
null,,color_black,346893,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),348907,black_plus_sign,,,,null,GW/globe.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),349814,blue,,,,null,GW/globe.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,350320,blue,,,,null,GW/globe.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
1016,,rt_thecrossant_black,351427,black_plus_sign,,,,49,,,1,0.9565217391304348,,,,,,,,,,,,,,,,,,,
null,,color_black,351536,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),353545,black_plus_sign,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),354039,green,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
497,,rt_plussign_withcolor,354563,green,,,,50,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,356093,black_plus_sign,,,,null,,,1,0.9574468085106383,,,,,,,,,,,,,,,,,,,
null,,color_black,356202,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),358220,black_plus_sign,,,,null,GW/camera.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),358878,green,,,,null,GW/camera.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
458,,rt_plussign_withcolor,359391,green,,,,50,GW/camera.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,360753,black_plus_sign,,,,null,,,1,0.9583333333333334,,,,,,,,,,,,,,,,,,,
null,,color_black,360861,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),362879,black_plus_sign,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),363405,blue,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,363917,blue,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
801,,rt_thecrossant_black,365401,black_plus_sign,,,,49,,,1,0.9591836734693877,,,,,,,,,,,,,,,,,,,
null,,color_black,365510,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),367524,black_plus_sign,,,,null,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),368302,blue,,,,null,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,368812,blue,,,,null,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
662,,rt_thecrossant_black,370126,black_plus_sign,,,,49,,,1,0.96,,,,,,,,,,,,,,,,,,,
null,,color_black,370238,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),372249,black_plus_sign,,,,null,GW/hat.jpg,GW/barrel.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),373024,green,,,,null,GW/hat.jpg,GW/barrel.jpg,,,,,,,,,,,,,,,,,,,,,
496,,rt_plussign_withcolor,373535,green,,,,50,GW/hat.jpg,GW/barrel.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,374784,black_plus_sign,,,,null,,,1,0.9607843137254902,,,,,,,,,,,,,,,,,,,
null,,color_black,374894,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),376907,black_plus_sign,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),377477,green,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,377987,green,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
943,,rt_thecrossant_black,379444,black_plus_sign,,,,50,,,1,0.9615384615384616,,,,,,,,,,,,,,,,,,,
null,,color_black,379553,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),381564,black_plus_sign,,,,null,GW/gong.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),382290,blue,,,,null,GW/gong.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,382799,blue,,,,null,GW/gong.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
662,,rt_thecrossant_black,384085,black_plus_sign,,,,49,,,1,0.9622641509433962,,,,,,,,,,,,,,,,,,,
null,,color_black,384191,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),386199,black_plus_sign,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),387114,green,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
422,,rt_plussign_withcolor,387622,green,,,,50,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,388723,black_plus_sign,,,,null,,,1,0.9629629629629629,,,,,,,,,,,,,,,,,,,
null,,color_black,388833,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),390844,black_plus_sign,,,,null,GW/camera.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),391899,green,,,,null,GW/camera.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,392411,green,,,,null,GW/camera.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
1070,,rt_thecrossant_black,393369,black_plus_sign,,,,50,,,1,0.9636363636363636,,,,,,,,,,,,,,,,,,,
null,,color_black,393475,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),395484,black_plus_sign,,,,null,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),396057,blue,,,,null,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,396569,blue,,,,null,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
1392,,rt_thecrossant_black,398001,black_plus_sign,,,,49,,,1,0.9642857142857143,,,,,,,,,,,,,,,,,,,
null,,color_black,398111,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),400118,black_plus_sign,,,,null,GW/camera.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),401030,green,,,,null,GW/camera.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,401542,green,,,,null,GW/camera.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
709,,rt_thecrossant_black,402642,black_plus_sign,,,,50,,,1,0.9649122807017544,,,,,,,,,,,,,,,,,,,
null,,color_black,402750,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),404763,black_plus_sign,,,,null,GW/wheelchair.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),405352,blue,,,,null,GW/wheelchair.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,405866,blue,,,,null,GW/wheelchair.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
1085,,rt_thecrossant_black,407286,black_plus_sign,,,,49,,,1,0.9655172413793104,,,,,,,,,,,,,,,,,,,
null,,color_black,407396,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),409406,black_plus_sign,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),410410,blue,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
486,,rt_plussign_withcolor,410925,blue,,,,49,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,411935,black_plus_sign,,,,null,,,1,0.9661016949152542,,,,,,,,,,,,,,,,,,,
null,,color_black,412043,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),414052,black_plus_sign,,,,null,GW/globe.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),415132,green,,,,null,GW/globe.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
371,,rt_plussign_withcolor,415641,green,,,,50,GW/globe.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,416567,black_plus_sign,,,,null,,,1,0.9666666666666667,,,,,,,,,,,,,,,,,,,
null,,color_black,416674,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),418683,black_plus_sign,,,,null,GW/globe.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),419782,blue,,,,null,GW/globe.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,
506,,rt_plussign_withcolor,420296,blue,,,,49,GW/globe.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,421211,black_plus_sign,,,,null,,,1,0.9672131147540983,,,,,,,,,,,,,,,,,,,
null,,color_black,421320,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),423330,black_plus_sign,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),423842,blue,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,424350,blue,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
1229,,rt_thecrossant_black,425851,black_plus_sign,,,,49,,,1,0.967741935483871,,,,,,,,,,,,,,,,,,,
null,,color_black,425957,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),427967,black_plus_sign,,,,null,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),429068,blue,,,,null,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
468,,rt_plussign_withcolor,429576,blue,,,,49,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,430503,black_plus_sign,,,,null,,,1,0.9682539682539683,,,,,,,,,,,,,,,,,,,
null,,color_black,430610,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),432618,black_plus_sign,,,,null,GW/globe.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),433068,blue,,,,null,GW/globe.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,433581,blue,,,,null,GW/globe.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,
1389,,rt_thecrossant_black,435160,black_plus_sign,,,,49,,,1,0.96875,,,,,,,,,,,,,,,,,,,
null,,color_black,435269,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),437285,black_plus_sign,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),437919,green,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
473,,rt_plussign_withcolor,438426,green,,,,50,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,439805,black_plus_sign,,,,null,,,1,0.9692307692307692,,,,,,,,,,,,,,,,,,,
null,,color_black,439912,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),441925,black_plus_sign,,,,null,GW/basket.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),442947,blue,,,,null,GW/basket.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
508,,rt_plussign_withcolor,443459,blue,,,,49,GW/basket.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,444451,black_plus_sign,,,,null,,,1,0.9696969696969697,,,,,,,,,,,,,,,,,,,
null,,color_black,444561,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),446572,black_plus_sign,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),447083,blue,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,447594,blue,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
1125,,rt_thecrossant_black,449096,black_plus_sign,,,,49,,,1,0.9701492537313433,,,,,,,,,,,,,,,,,,,
null,,color_black,449203,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),451217,black_plus_sign,,,,null,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),451772,green,,,,null,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,452284,green,,,,null,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
764,,rt_thecrossant_black,453753,black_plus_sign,,,,50,,,1,0.9705882352941176,,,,,,,,,,,,,,,,,,,
null,,color_black,453859,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),455869,black_plus_sign,,,,null,GW/basket.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),456798,blue,,,,null,GW/basket.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,457309,blue,,,,null,GW/basket.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
648,,rt_thecrossant_black,458394,black_plus_sign,,,,49,,,1,0.9710144927536232,,,,,,,,,,,,,,,,,,,
null,,color_black,458503,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),460516,black_plus_sign,,,,null,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),461458,green,,,,null,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
389,,rt_plussign_withcolor,461969,green,,,,50,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,463042,black_plus_sign,,,,null,,,1,0.9714285714285714,,,,,,,,,,,,,,,,,,,
null,,color_black,463150,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),465152,black_plus_sign,,,,null,GW/gong.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),466234,green,,,,null,GW/gong.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
461,,rt_plussign_withcolor,466748,green,,,,50,GW/gong.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,467678,black_plus_sign,,,,null,,,1,0.971830985915493,,,,,,,,,,,,,,,,,,,
null,,color_black,467788,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),469799,black_plus_sign,,,,null,GW/jukebox.jpg,GW/camera.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),470540,blue,,,,null,GW/jukebox.jpg,GW/camera.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,471052,blue,,,,null,GW/jukebox.jpg,GW/camera.jpg,,,,,,,,,,,,,,,,,,,,,
1203,,rt_thecrossant_black,472335,black_plus_sign,,,,49,,,1,0.9722222222222222,,,,,,,,,,,,,,,,,,,
null,,color_black,472444,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),474453,black_plus_sign,,,,null,GW/camera.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),475412,green,,,,null,GW/camera.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,475926,green,,,,null,GW/camera.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
885,,rt_thecrossant_black,476980,black_plus_sign,,,,50,,,1,0.9726027397260274,,,,,,,,,,,,,,,,,,,
null,,color_black,477088,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),479100,black_plus_sign,,,,null,GW/hat.jpg,GW/globe.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),479736,green,,,,null,GW/hat.jpg,GW/globe.jpg,,,,,,,,,,,,,,,,,,,,,
472,,rt_plussign_withcolor,480247,green,,,,50,GW/hat.jpg,GW/globe.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,481626,black_plus_sign,,,,null,,,1,0.972972972972973,,,,,,,,,,,,,,,,,,,
null,,color_black,481734,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),483747,black_plus_sign,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),484781,green,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
459,,rt_plussign_withcolor,485293,green,,,,50,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,486280,black_plus_sign,,,,null,,,1,0.9733333333333334,,,,,,,,,,,,,,,,,,,
null,,color_black,486390,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),488398,black_plus_sign,,,,null,GW/hat.jpg,GW/barrel.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),489295,blue,,,,null,GW/hat.jpg,GW/barrel.jpg,,,,,,,,,,,,,,,,,,,,,
456,,rt_plussign_withcolor,489808,blue,,,,49,GW/hat.jpg,GW/barrel.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,490938,black_plus_sign,,,,null,,,1,0.9736842105263158,,,,,,,,,,,,,,,,,,,
null,,color_black,491046,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),493063,black_plus_sign,,,,null,GW/camera.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),493696,blue,,,,null,GW/camera.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
424,,rt_plussign_withcolor,494208,blue,,,,49,GW/camera.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,495586,black_plus_sign,,,,null,,,1,0.974025974025974,,,,,,,,,,,,,,,,,,,
null,,color_black,495693,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),497710,black_plus_sign,,,,null,GW/globe.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),498405,blue,,,,null,GW/globe.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
490,,rt_plussign_withcolor,498918,blue,,,,49,GW/globe.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,500253,black_plus_sign,,,,null,,,1,0.9743589743589743,,,,,,,,,,,,,,,,,,,
null,,color_black,500361,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),502372,black_plus_sign,,,,null,GW/hat.jpg,GW/barrel.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),503208,blue,,,,null,GW/hat.jpg,GW/barrel.jpg,,,,,,,,,,,,,,,,,,,,,
473,,rt_plussign_withcolor,503720,blue,,,,49,GW/hat.jpg,GW/barrel.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,504908,black_plus_sign,,,,null,,,1,0.9746835443037974,,,,,,,,,,,,,,,,,,,
null,,color_black,505017,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),507039,black_plus_sign,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,,,,,,,,,,
