rt,responses,trial_type,time_elapsed,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs
null,,rt_plussign_withcolor,490864,blue,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
941.9000000001397,,rt_thecrossant_black,492150,black_plus_sign,,,,49,,,0.9705882352941176,1,,,,,,,,,,
null,,color_black,492254,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),494258,black_plus_sign,,,,null,GW/paint.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),495251,blue,,,,null,GW/paint.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,495752,blue,,,,null,GW/paint.jpg,GW/dustpan.jpg,,,,,,,,,,,,
1352.5,,rt_thecrossant_black,496765,black_plus_sign,,,,49,,,0.9714285714285714,1,,,,,,,,,,
null,,color_black,496868,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),498872,black_plus_sign,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,black_cross(without_color),499350,green,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,499851,green,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
1543.7999999998137,,rt_thecrossant_black,501380,black_plus_sign,,,,50,,,0.9722222222222222,1,,,,,,,,,,
null,,color_black,501483,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),503486,black_plus_sign,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,black_cross(without_color),504293,blue,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,504795,blue,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
1741.7999999998137,,rt_thecrossant_black,505994,black_plus_sign,,,,50,,,0.9459459459459459,0,,,,,,,,,,
null,,color_black,506096,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),508100,black_plus_sign,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,black_cross(without_color),508970,blue,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,509472,blue,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
1954.0999999998603,,rt_thecrossant_black,510608,black_plus_sign,,,,49,,,0.9473684210526315,1,,,,,,,,,,
null,,color_black,510710,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),512714,black_plus_sign,,,,null,GW/dustpan.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,black_cross(without_color),513336,green,,,,null,GW/dustpan.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,513838,green,,,,null,GW/dustpan.jpg,GW/barrel.jpg,,,,,,,,,,,,
1098.1000000000931,,rt_thecrossant_black,515224,black_plus_sign,,,,50,,,0.9487179487179487,1,,,,,,,,,,
null,,color_black,515326,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),517329,black_plus_sign,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,black_cross(without_color),518286,green,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,518788,green,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
885.5999999998603,,rt_thecrossant_black,519837,black_plus_sign,,,,50,,,0.95,1,,,,,,,,,,
null,,color_black,519940,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),521944,black_plus_sign,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,black_cross(without_color),522965,blue,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,523467,blue,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
1275.8999999999069,,rt_thecrossant_black,524452,black_plus_sign,,,,49,,,0.9512195121951219,1,,,,,,,,,,
null,,color_black,524554,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),526559,black_plus_sign,,,,null,GW/basket.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,black_cross(without_color),527366,blue,,,,null,GW/basket.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,527868,blue,,,,null,GW/basket.jpg,GW/globe.jpg,,,,,,,,,,,,
1467.5999999998603,,rt_thecrossant_black,529066,black_plus_sign,,,,50,,,0.9285714285714286,0,,,,,,,,,,
null,,color_black,529170,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),531174,black_plus_sign,,,,null,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,black_cross(without_color),531578,green,,,,null,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
433.19999999995343,,rt_plussign_withcolor,532080,green,,,,49,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,533682,black_plus_sign,,,,50,,,0.9069767441860465,0,,,,,,,,,,
null,,warning_page,536683,warning,,,,null,,,,,,,,,,,,,,
null,,color_black,536785,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),538788,black_plus_sign,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),539539,green,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,540042,green,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
861.1000000000931,,rt_thecrossant_black,541297,black_plus_sign,,,,50,,,0.9090909090909091,1,,,,,,,,,,
null,,color_black,541400,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),543404,black_plus_sign,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,black_cross(without_color),543944,blue,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,544446,blue,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
1564.4000000001397,,rt_thecrossant_black,545911,black_plus_sign,,,,49,,,0.9111111111111111,1,,,,,,,,,,
null,,color_black,546014,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),548017,black_plus_sign,,,,null,GW/gong.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,black_cross(without_color),548977,green,,,,null,GW/gong.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,549479,green,,,,null,GW/gong.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
976.6999999999534,,rt_thecrossant_black,550524,black_plus_sign,,,,50,,,0.9130434782608695,1,,,,,,,,,,
null,,color_black,550627,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),552630,black_plus_sign,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,black_cross(without_color),553226,green,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,553727,green,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
1573.1000000000931,,rt_thecrossant_black,555136,black_plus_sign,,,,50,,,0.9148936170212766,1,,,,,,,,,,
null,,color_black,555239,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),557243,black_plus_sign,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,black_cross(without_color),558267,blue,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,558769,blue,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
1582,,rt_thecrossant_black,559749,black_plus_sign,,,,49,,,0.9166666666666666,1,,,,,,,,,,
null,,color_black,559859,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),561863,black_plus_sign,,,,null,GW/basket.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,black_cross(without_color),562495,blue,,,,null,GW/basket.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,562997,blue,,,,null,GW/basket.jpg,GW/globe.jpg,,,,,,,,,,,,
1502.6000000000931,,rt_thecrossant_black,564372,black_plus_sign,,,,49,,,0.9183673469387755,1,,,,,,,,,,
null,,color_black,564474,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),566478,black_plus_sign,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),567132,green,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,567634,green,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
982,,rt_thecrossant_black,568986,black_plus_sign,,,,50,,,0.92,1,,,,,,,,,,
null,,color_black,569090,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),571093,black_plus_sign,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,black_cross(without_color),571903,green,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,572405,green,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
1603.2999999998137,,rt_thecrossant_black,573601,black_plus_sign,,,,50,,,0.9215686274509803,1,,,,,,,,,,
null,,color_black,573703,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),575705,black_plus_sign,,,,null,GW/paint.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,black_cross(without_color),576118,blue,,,,null,GW/paint.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,576621,blue,,,,null,GW/paint.jpg,GW/jukebox.jpg,,,,,,,,,,,,
1159.5,,rt_thecrossant_black,578212,black_plus_sign,,,,49,,,0.9230769230769231,1,,,,,,,,,,
null,,color_black,578315,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),580319,black_plus_sign,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),581020,blue,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,581521,blue,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
1174.4000000001397,,rt_thecrossant_black,582826,black_plus_sign,,,,49,,,0.9245283018867925,1,,,,,,,,,,
null,,color_black,582930,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),584934,black_plus_sign,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,black_cross(without_color),585477,blue,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,585979,blue,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
1221.3000000000466,,rt_thecrossant_black,587441,black_plus_sign,,,,50,,,0.9074074074074074,0,,,,,,,,,,
null,,color_black,587544,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),589548,black_plus_sign,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,black_cross(without_color),589962,green,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,590465,green,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
792.8000000000466,,rt_thecrossant_black,592056,black_plus_sign,,,,50,,,0.9090909090909091,1,,,,,,,,,,
null,,color_black,592158,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),594161,black_plus_sign,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),595074,blue,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,595576,blue,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
1144.1999999999534,,rt_thecrossant_black,596669,black_plus_sign,,,,49,,,0.9107142857142857,1,,,,,,,,,,
null,,color_black,596772,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),598777,black_plus_sign,,,,null,GW/jukebox.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,black_cross(without_color),599281,blue,,,,null,GW/jukebox.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,599783,blue,,,,null,GW/jukebox.jpg,GW/teeth.jpg,,,,,,,,,,,,
2069.8000000000466,,rt_thecrossant_black,601285,black_plus_sign,,,,49,,,0.9122807017543859,1,,,,,,,,,,
null,,color_black,601387,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),603391,black_plus_sign,,,,null,GW/wheelchair.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,black_cross(without_color),603853,blue,,,,null,GW/wheelchair.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,604355,blue,,,,null,GW/wheelchair.jpg,GW/paint.jpg,,,,,,,,,,,,
1655.0999999998603,,rt_thecrossant_black,605908,black_plus_sign,,,,50,,,0.896551724137931,0,,,,,,,,,,
null,,color_black,606011,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),608014,black_plus_sign,,,,null,GW/hat.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),608791,green,,,,null,GW/hat.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,609293,green,,,,null,GW/hat.jpg,GW/dustpan.jpg,,,,,,,,,,,,
1091.4000000001397,,rt_thecrossant_black,610522,black_plus_sign,,,,50,,,0.8983050847457628,1,,,,,,,,,,
null,,color_black,610624,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),612629,black_plus_sign,,,,null,GW/dustpan.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,black_cross(without_color),613424,blue,,,,null,GW/dustpan.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,613926,blue,,,,null,GW/dustpan.jpg,GW/barrel.jpg,,,,,,,,,,,,
1334,,rt_thecrossant_black,615138,black_plus_sign,,,,49,,,0.9,1,,,,,,,,,,
null,,color_black,615241,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),617244,black_plus_sign,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,black_cross(without_color),618018,green,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,618519,green,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
1030.3000000000466,,rt_thecrossant_black,619752,black_plus_sign,,,,50,,,0.9016393442622951,1,,,,,,,,,,
null,,color_black,619854,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),621856,black_plus_sign,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,black_cross(without_color),622660,blue,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,623162,blue,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
932.9000000001397,,rt_thecrossant_black,624364,black_plus_sign,,,,49,,,0.9032258064516129,1,,,,,,,,,,
null,,color_black,624468,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),626472,black_plus_sign,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,black_cross(without_color),627255,green,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,627757,green,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
1178.6000000000931,,rt_thecrossant_black,628980,black_plus_sign,,,,50,,,0.9047619047619048,1,,,,,,,,,,
null,,color_black,629082,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),631087,black_plus_sign,,,,null,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,black_cross(without_color),631570,green,,,,null,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,632073,green,,,,null,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
1289.5,,rt_thecrossant_black,633596,black_plus_sign,,,,50,,,0.90625,1,,,,,,,,,,
null,,color_black,633699,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),635703,black_plus_sign,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,black_cross(without_color),636129,blue,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,636630,blue,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
1759.9000000001397,,rt_thecrossant_black,638209,black_plus_sign,,,,50,,,0.8923076923076924,0,,,,,,,,,,
null,,color_black,638311,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),640316,black_plus_sign,,,,null,GW/basket.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,black_cross(without_color),641408,green,,,,null,GW/basket.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,641909,green,,,,null,GW/basket.jpg,GW/globe.jpg,,,,,,,,,,,,
1095.1999999999534,,rt_thecrossant_black,642824,black_plus_sign,,,,50,,,0.8939393939393939,1,,,,,,,,,,
null,,color_black,642927,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),644931,black_plus_sign,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,black_cross(without_color),645890,green,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,646394,green,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
1409.8000000000466,,rt_thecrossant_black,647440,black_plus_sign,,,,50,,,0.8955223880597015,1,,,,,,,,,,
null,,color_black,647543,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),649547,black_plus_sign,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,black_cross(without_color),650060,blue,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,650562,blue,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
1831.5,,rt_thecrossant_black,652054,black_plus_sign,,,,49,,,0.8970588235294118,1,,,,,,,,,,
null,,color_black,652157,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),654161,black_plus_sign,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,black_cross(without_color),654876,blue,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,655383,blue,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
869.8000000000466,,rt_thecrossant_black,656673,black_plus_sign,,,,49,,,0.8985507246376812,1,,,,,,,,,,
null,,color_black,656776,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),658780,black_plus_sign,,,,null,GW/hat.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),659640,green,,,,null,GW/hat.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,660143,green,,,,null,GW/hat.jpg,GW/dustpan.jpg,,,,,,,,,,,,
968,,rt_thecrossant_black,661288,black_plus_sign,,,,50,,,0.9,1,,,,,,,,,,
null,,color_black,661394,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),663398,black_plus_sign,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,black_cross(without_color),664194,green,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,664697,green,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,665905,black_plus_sign,,,,null,,,0.9,,,,,,,,,,,
null,,color_black,666006,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),668011,black_plus_sign,,,,null,GW/gong.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,black_cross(without_color),668786,blue,,,,null,GW/gong.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,669289,blue,,,,null,GW/gong.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
942.5,,rt_thecrossant_black,670519,black_plus_sign,,,,49,,,0.9014084507042254,1,,,,,,,,,,
null,,color_black,670636,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),672640,black_plus_sign,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),673228,green,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,673731,green,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
1239.3000000000466,,rt_thecrossant_black,675149,black_plus_sign,,,,50,,,0.9027777777777778,1,,,,,,,,,,
null,,color_black,675254,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),677258,black_plus_sign,,,,null,GW/jukebox.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,black_cross(without_color),677910,blue,,,,null,GW/jukebox.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,678411,blue,,,,null,GW/jukebox.jpg,GW/teeth.jpg,,,,,,,,,,,,
899.3000000000466,,rt_thecrossant_black,679765,black_plus_sign,,,,49,,,0.9041095890410958,1,,,,,,,,,,
null,,color_black,679869,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),681873,black_plus_sign,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,black_cross(without_color),682386,green,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,682889,green,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
1261.3999999999069,,rt_thecrossant_black,684382,black_plus_sign,,,,50,,,0.9054054054054054,1,,,,,,,,,,
null,,color_black,684485,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),686489,black_plus_sign,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,black_cross(without_color),687524,green,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,688026,green,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,688996,black_plus_sign,,,,null,,,0.9054054054054054,,,,,,,,,,,
null,,color_black,689099,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),691101,black_plus_sign,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,black_cross(without_color),692006,green,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,692508,green,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
1290.6999999999534,,rt_thecrossant_black,693608,black_plus_sign,,,,50,,,0.9066666666666666,1,,,,,,,,,,
null,,color_black,693710,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),695713,black_plus_sign,,,,null,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,black_cross(without_color),696429,blue,,,,null,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,696931,blue,,,,null,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
1430.9000000001397,,rt_thecrossant_black,698247,black_plus_sign,,,,49,,,0.9078947368421053,1,,,,,,,,,,
null,,color_black,698349,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),700352,black_plus_sign,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,black_cross(without_color),701450,green,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,701952,green,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
890.5999999998603,,rt_thecrossant_black,702860,black_plus_sign,,,,50,,,0.9090909090909091,1,,,,,,,,,,
null,,color_black,702963,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),704968,black_plus_sign,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,black_cross(without_color),705683,green,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,706185,green,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
1899.1999999999534,,rt_thecrossant_black,707476,black_plus_sign,,,,50,,,0.9102564102564102,1,,,,,,,,,,
null,,color_black,707579,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),709583,black_plus_sign,,,,null,GW/wheelchair.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,black_cross(without_color),710104,blue,,,,null,GW/wheelchair.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,710606,blue,,,,null,GW/wheelchair.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,712092,black_plus_sign,,,,null,,,0.9102564102564102,,,,,,,,,,,
null,,color_black,712195,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),714199,black_plus_sign,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,black_cross(without_color),714771,green,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,715274,green,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
848.8999999999069,,rt_thecrossant_black,716708,black_plus_sign,,,,50,,,0.9113924050632911,1,,,,,,,,,,
null,,color_black,716821,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),718826,black_plus_sign,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,black_cross(without_color),719259,green,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,719761,green,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
1373.6999999999534,,rt_thecrossant_black,721335,black_plus_sign,,,,50,,,0.9125,1,,,,,,,,,,
null,,color_black,721438,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),723443,black_plus_sign,,,,null,GW/dustpan.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,black_cross(without_color),724034,green,,,,null,GW/dustpan.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,724536,green,,,,null,GW/dustpan.jpg,GW/barrel.jpg,,,,,,,,,,,,
723,,rt_thecrossant_black,725953,black_plus_sign,,,,50,,,0.9135802469135802,1,,,,,,,,,,
null,,color_black,726056,black_plus_sign,,,,null,,,,,,,,,,,,,,
