rt,responses,trial_type,time_elapsed,sequence,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,detour_trial,linedressed_detor,problems,smooth,distraction,strategies,easier,similar,comments
1139,,rt_thecrossant_black,513663,,black_plus_sign,,,,49,,,1,0.9696969696969697,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,513768,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),516774,,black_plus_sign,,,,null,GW/westpalmbeach.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),517789,,blue,,,,null,GW/westpalmbeach.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,518292,,blue,,,,null,GW/westpalmbeach.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,
748.3999999761581,,rt_thecrossant_black,519288,,black_plus_sign,,,,49,,,1,0.9705882352941176,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,519392,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),522398,,black_plus_sign,,,,null,GW/westpalmbeach.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),523131,,blue,,,,null,GW/westpalmbeach.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,523642,,blue,,,,null,GW/westpalmbeach.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,
1378,,rt_thecrossant_black,524929,,black_plus_sign,,,,49,,,1,0.9714285714285714,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,525032,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),528038,,black_plus_sign,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),528519,,blue,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,529025,,blue,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
1279.6000000238419,,rt_thecrossant_black,530560,,black_plus_sign,,,,49,,,1,0.9722222222222222,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,530664,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),533670,,black_plus_sign,,,,null,GW/hotsprings.png,GW/peoria.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),534761,,blue,,,,null,GW/hotsprings.png,GW/peoria.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,535263,,blue,,,,null,GW/hotsprings.png,GW/peoria.png,,,,,,,,,,,,,,,,,,,,,,,,
700.8999999761581,,rt_thecrossant_black,536184,,black_plus_sign,,,,49,,,1,0.972972972972973,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,536287,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),539292,,black_plus_sign,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),539956,,blue,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,540458,,blue,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,
1378.699999988079,,rt_thecrossant_black,541808,,black_plus_sign,,,,49,,,1,0.9736842105263158,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,541916,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),544922,,black_plus_sign,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),545399,,blue,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,545905,,blue,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,
1139.1000000238419,,rt_thecrossant_black,547436,,black_plus_sign,,,,49,,,1,0.9743589743589743,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,547540,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),550548,,black_plus_sign,,,,null,GW/shreveport.png,GW/boulder.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),551472,,yellow,,,,null,GW/shreveport.png,GW/boulder.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,551979,,yellow,,,,null,GW/shreveport.png,GW/boulder.png,,,,,,,,,,,,,,,,,,,,,,,,
984.8000000119209,,rt_thecrossant_black,553068,,black_plus_sign,,,,50,,,1,0.975,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,553173,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),556179,,black_plus_sign,,,,null,GW/carmel.png,GW/peoria.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),556952,,yellow,,,,null,GW/carmel.png,GW/peoria.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,557464,,yellow,,,,null,GW/carmel.png,GW/peoria.png,,,,,,,,,,,,,,,,,,,,,,,,
1301.5,,rt_thecrossant_black,558704,,black_plus_sign,,,,50,,,1,0.975609756097561,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,558812,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),561823,,black_plus_sign,,,,null,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),562593,,blue,,,,null,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
488.5,,rt_plussign_withcolor,563094,,blue,,,,49,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,564338,,black_plus_sign,,,,null,,,1,0.9761904761904762,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,564444,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),567450,,black_plus_sign,,,,null,GW/hanover.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),567973,,blue,,,,null,GW/hanover.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,568475,,blue,,,,null,GW/hanover.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,,,,,,,
1236.699999988079,,rt_thecrossant_black,569960,,black_plus_sign,,,,49,,,1,0.9767441860465116,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,570065,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),573072,,black_plus_sign,,,,null,GW/racine.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),573983,,yellow,,,,null,GW/racine.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,574485,,yellow,,,,null,GW/racine.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,
830.3000000119209,,rt_thecrossant_black,575585,,black_plus_sign,,,,50,,,1,0.9772727272727273,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,575691,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),578697,,black_plus_sign,,,,null,GW/hanover.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),579289,,blue,,,,null,GW/hanover.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,579792,,blue,,,,null,GW/hanover.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,
1410.6000000238419,,rt_thecrossant_black,581209,,black_plus_sign,,,,49,,,1,0.9777777777777777,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,581315,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),584321,,black_plus_sign,,,,null,GW/newhope.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),585090,,yellow,,,,null,GW/newhope.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,585592,,yellow,,,,null,GW/newhope.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,
923.0999999642372,,rt_thecrossant_black,586840,,black_plus_sign,,,,50,,,1,0.9782608695652174,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,586944,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),589950,,black_plus_sign,,,,null,GW/hanover.png,GW/huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),590886,,yellow,,,,null,GW/hanover.png,GW/huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,591388,,yellow,,,,null,GW/hanover.png,GW/huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,
1497.1000000238419,,rt_thecrossant_black,592462,,black_plus_sign,,,,50,,,1,0.9787234042553191,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,592567,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),595572,,black_plus_sign,,,,null,GW/newhope.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),596217,,yellow,,,,null,GW/newhope.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,596719,,yellow,,,,null,GW/newhope.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
1308.8999999761581,,rt_thecrossant_black,598082,,black_plus_sign,,,,50,,,1,0.9791666666666666,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,598187,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),601199,,black_plus_sign,,,,null,GW/leesburg.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),602183,,blue,,,,null,GW/leesburg.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,602687,,blue,,,,null,GW/leesburg.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,
1101.300000011921,,rt_thecrossant_black,603716,,black_plus_sign,,,,49,,,1,0.9795918367346939,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,603822,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),606833,,black_plus_sign,,,,null,GW/newhope.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),607848,,blue,,,,null,GW/newhope.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,608355,,blue,,,,null,GW/newhope.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,
1278.300000011921,,rt_thecrossant_black,609357,,black_plus_sign,,,,49,,,1,0.98,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,609461,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),612471,,black_plus_sign,,,,null,GW/racine.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),613434,,blue,,,,null,GW/racine.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,613936,,blue,,,,null,GW/racine.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,
1406.1000000238419,,rt_thecrossant_black,614989,,black_plus_sign,,,,49,,,1,0.9803921568627451,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,615095,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),618101,,black_plus_sign,,,,null,GW/newhope.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),618974,,blue,,,,null,GW/newhope.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,619477,,blue,,,,null,GW/newhope.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,
1158.199999988079,,rt_thecrossant_black,620613,,black_plus_sign,,,,49,,,1,0.9807692307692307,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,620718,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),623727,,black_plus_sign,,,,null,GW/boulder.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),624154,,yellow,,,,null,GW/boulder.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,624657,,yellow,,,,null,GW/boulder.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
1362.6000000238419,,rt_thecrossant_black,626248,,black_plus_sign,,,,50,,,1,0.9811320754716981,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,626353,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),629360,,black_plus_sign,,,,null,GW/boulder.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),629776,,blue,,,,null,GW/boulder.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,630282,,blue,,,,null,GW/boulder.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
629.3999999761581,,rt_thecrossant_black,631883,,black_plus_sign,,,,49,,,1,0.9814814814814815,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,631988,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),634995,,black_plus_sign,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),635495,,yellow,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,636000,,yellow,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,
610.3999999761581,,rt_thecrossant_black,637511,,black_plus_sign,,,,50,,,1,0.9818181818181818,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,637616,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),640622,,black_plus_sign,,,,null,GW/boulder.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),641542,,yellow,,,,null,GW/boulder.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,642046,,yellow,,,,null,GW/boulder.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
767,,rt_thecrossant_black,643136,,black_plus_sign,,,,50,,,1,0.9821428571428571,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,643242,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),646249,,black_plus_sign,,,,null,GW/shreveport.png,GW/peoria.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),647356,,blue,,,,null,GW/shreveport.png,GW/peoria.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,647858,,blue,,,,null,GW/shreveport.png,GW/peoria.png,,,,,,,,,,,,,,,,,,,,,,,,
1403.3999999761581,,rt_thecrossant_black,648763,,black_plus_sign,,,,49,,,1,0.9824561403508771,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,648869,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),651877,,black_plus_sign,,,,null,GW/boulder.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),652430,,blue,,,,null,GW/boulder.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,652936,,blue,,,,null,GW/boulder.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,
1488.800000011921,,rt_thecrossant_black,654399,,black_plus_sign,,,,49,,,1,0.9827586206896551,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,654506,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),657512,,black_plus_sign,,,,null,GW/peoria.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),658249,,yellow,,,,null,GW/peoria.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,658751,,yellow,,,,null,GW/peoria.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,
908,,rt_thecrossant_black,660024,,black_plus_sign,,,,50,,,1,0.9830508474576272,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,660130,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),663136,,black_plus_sign,,,,null,GW/peoria.png,GW/carmel.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),664186,,blue,,,,null,GW/peoria.png,GW/carmel.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,664688,,blue,,,,null,GW/peoria.png,GW/carmel.png,,,,,,,,,,,,,,,,,,,,,,,,
1454.699999988079,,rt_thecrossant_black,665652,,black_plus_sign,,,,49,,,1,0.9833333333333333,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,665756,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),668762,,black_plus_sign,,,,null,GW/boulder.png,GW/huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),669500,,yellow,,,,null,GW/boulder.png,GW/huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,670007,,yellow,,,,null,GW/boulder.png,GW/huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,
1413.8999999761581,,rt_thecrossant_black,671283,,black_plus_sign,,,,50,,,1,0.9836065573770492,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,671389,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),674399,,black_plus_sign,,,,null,GW/peoria.png,GW/carmel.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),674829,,blue,,,,null,GW/peoria.png,GW/carmel.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,675332,,blue,,,,null,GW/peoria.png,GW/carmel.png,,,,,,,,,,,,,,,,,,,,,,,,
1116.300000011921,,rt_thecrossant_black,676916,,black_plus_sign,,,,49,,,1,0.9838709677419355,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,677020,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),680027,,black_plus_sign,,,,null,GW/racine.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),680740,,yellow,,,,null,GW/racine.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,681243,,yellow,,,,null,GW/racine.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,
738.3000000119209,,rt_thecrossant_black,682541,,black_plus_sign,,,,50,,,1,0.9841269841269841,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,682649,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),685655,,black_plus_sign,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),686276,,yellow,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,686779,,yellow,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,
946.6999999880791,,rt_thecrossant_black,688176,,black_plus_sign,,,,50,,,1,0.984375,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,688282,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
32350.399999976158,,learn_break,720639,,learn_break,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,721642,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),724647,,black_plus_sign,,,,null,GW/shreveport.png,GW/newhope.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),725619,,yellow,,,,null,GW/shreveport.png,GW/newhope.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,726123,,yellow,,,,null,GW/shreveport.png,GW/newhope.png,,,,,,,,,,,,,,,,,,,,,,,,
903.0999999642372,,rt_thecrossant_black,727168,,black_plus_sign,,,,50,,,1,0.9846153846153847,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,727274,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),730281,,black_plus_sign,,,,null,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),730736,,blue,,,,null,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,731240,,blue,,,,null,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
1227.800000011921,,rt_thecrossant_black,732794,,black_plus_sign,,,,49,,,1,0.9848484848484849,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,732899,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),735906,,black_plus_sign,,,,null,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),736924,,yellow,,,,null,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
399.80000001192093,,rt_plussign_withcolor,737427,,yellow,,,,50,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,738419,,black_plus_sign,,,,null,,,1,0.9850746268656716,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,738523,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),741531,,black_plus_sign,,,,null,GW/hotsprings.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),742390,,blue,,,,null,GW/hotsprings.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,742892,,blue,,,,null,GW/hotsprings.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,
1310.0999999642372,,rt_thecrossant_black,744043,,black_plus_sign,,,,49,,,1,0.9852941176470589,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,744147,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),747153,,black_plus_sign,,,,null,GW/newhope.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),747713,,yellow,,,,null,GW/newhope.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,748215,,yellow,,,,null,GW/newhope.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,
1181.5,,rt_thecrossant_black,749675,,black_plus_sign,,,,50,,,1,0.9855072463768116,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,749785,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),752791,,black_plus_sign,,,,null,GW/hanover.png,GW/huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),753224,,yellow,,,,null,GW/hanover.png,GW/huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,753730,,yellow,,,,null,GW/hanover.png,GW/huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,
781.9000000357628,,rt_thecrossant_black,755309,,black_plus_sign,,,,50,,,1,0.9857142857142858,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,755414,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),758422,,black_plus_sign,,,,null,GW/westpalmbeach.png,GW/boulder.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),759363,,blue,,,,null,GW/westpalmbeach.png,GW/boulder.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,759866,,blue,,,,null,GW/westpalmbeach.png,GW/boulder.png,,,,,,,,,,,,,,,,,,,,,,,,
532.5999999642372,,rt_thecrossant_black,760940,,black_plus_sign,,,,49,,,1,0.9859154929577465,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,761046,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),764054,,black_plus_sign,,,,null,GW/newhope.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),764634,,yellow,,,,null,GW/newhope.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,765136,,yellow,,,,null,GW/newhope.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,
1156.800000011921,,rt_thecrossant_black,766567,,black_plus_sign,,,,50,,,1,0.9861111111111112,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,766672,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),769680,,black_plus_sign,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),770683,,blue,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,771188,,blue,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,
737.5999999642372,,rt_thecrossant_black,772203,,black_plus_sign,,,,49,,,1,0.9863013698630136,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,772309,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),775315,,black_plus_sign,,,,null,GW/hotsprings.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),775735,,blue,,,,null,GW/hotsprings.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,
